,0,1,2,3
1362,180,9,301,32
1363,149,5,240,30
1364,179,8,255,17
1365,199,5,281,19
1366,184,15,299,34
1367,169,6,269,29
1368,150,9,256,28
1369,145,5,232,25
1370,170,11,273,26
1371,171,7,295,37
1372,165,15,281,28
1373,196,12,288,19
1374,193,7,340,41
1375,182,15,245,10
1376,188,5,318,39
1377,190,10,320,38
1378,172,12,270,24
1379,198,13,317,36
1380,152,6,185,5
1381,181,17,216,2
1382,166,5,287,33
1383,167,7,282,28
1384,188,24,277,20
1385,171,9,255,23
1386,174,13,259,19
1387,170,6,253,17
1388,178,8,267,25
1389,200,14,262,10
1390,188,7,313,39
1391,170,5,223,10
1392,186,10,317,38
1393,192,9,298,34
1394,170,12,246,22
1395,188,10,313,30
1396,140,8,220,25
1397,160,7,239,13
1398,182,11,268,20
1399,174,10,275,25
1400,186,9,294,27
1401,179,8,271,26
1402,189,11,296,27
1403,179,7,279,22
1404,158,7,243,25
1405,171,14,262,28
1406,195,6,265,16
1407,143,9,186,9
1408,195,12,304,27
1409,197,9,238,3
1410,184,11,264,18
1411,177,9,281,25
1412,199,8,280,18
1413,171,12,233,7
1414,160,7,198,11
1415,142,13,196,14
1416,189,10,264,11
1417,158,7,219,14
1418,163,9,239,18
1419,179,10,260,14
1420,148,5,189,6
1421,177,5,246,13
1422,173,11,243,17
1423,160,7,243,25
1424,180,5,324,44
1425,175,9,289,29
1426,190,10,288,21
1427,161,5,231,14
1428,161,8,224,14
1429,197,13,298,25
1430,200,10,291,19
1431,164,11,240,15
1432,176,12,247,19
1433,190,6,284,22
1434,189,12,296,31
1435,153,11,213,14
1436,164,14,286,35
1437,189,7,228,3
1438,185,8,298,29
1439,195,11,281,21
1440,161,10,235,21
1441,174,11,212,6
1442,196,10,259,9
1443,200,12,249,6
1444,194,14,258,8
1445,167,9,268,28
1446,150,8,204,13
1447,197,6,273,12
1448,182,6,287,28
1449,191,6,316,31
1450,169,7,257,18
1451,167,10,240,17
1452,152,7,235,25
1453,193,13,271,19
1454,159,7,250,21
1455,199,15,241,3
1456,193,16,280,14
1457,148,7,214,14
1458,196,13,264,12
1459,180,18,303,34
1460,156,7,202,8
1461,191,8,264,13
1462,200,8,262,10
1463,158,6,240,19
1464,154,9,242,26
1465,195,14,289,23
1466,199,9,305,28
1467,199,16,263,9
1468,190,9,243,6
1469,191,4,303,33
1470,174,10,272,28
1471,149,7,213,16
1472,188,13,301,28
1473,200,15,305,29
1474,195,11,287,23
1475,179,10,249,13
1476,175,8,271,23
1477,198,6,306,20
1478,188,8,282,22
1479,191,9,275,18
1480,174,11,260,18
1481,190,11,284,19
1482,181,7,280,27
1483,179,8,313,44
1484,154,12,222,15
1485,185,8,269,19
1486,197,8,262,18
1487,176,8,327,46
1488,198,8,323,34
1489,159,5,232,11
1490,196,9,303,29
1491,177,9,277,26
1492,196,6,295,29
1493,169,9,250,15
1494,145,9,225,22
1495,169,6,250,16
1496,195,13,312,29
1497,179,7,271,27
1498,198,7,316,32
1499,179,9,252,18
1500,183,10,257,10
1501,174,8,284,30
1502,173,8,237,11
1503,182,9,263,19
1504,196,10,280,16
1505,164,7,242,17
1506,179,9,264,22
1507,165,6,249,21
1508,146,7,223,16
1509,179,11,232,6
1510,199,8,316,33
1511,156,7,232,16
1512,187,12,273,21
1513,195,9,280,24
1514,172,8,250,21
1515,195,6,275,16
1516,156,8,231,14
1517,151,9,223,13
1518,196,8,315,34
1519,191,9,282,21
1520,151,9,227,18
1521,174,7,234,6
1522,177,11,260,14
1523,150,8,233,25
1524,168,8,244,18
1525,180,12,272,20
1526,179,13,254,14
1527,141,8,187,6
1528,165,7,239,20
1529,192,7,285,22
1530,143,5,207,17
1531,180,13,228,5
1532,190,26,229,1
1533,172,9,279,29
1534,194,11,290,23
1535,189,7,270,16
1536,182,10,241,11
1537,195,8,236,4
1538,163,6,234,18
1539,144,8,228,23
1540,190,3,299,35
1541,197,13,266,9
1542,188,7,312,42
1543,189,8,296,27
1544,163,9,231,12
1545,173,10,252,18
1546,163,4,226,14
1547,187,7,250,8
1548,193,11,292,21
1549,171,11,235,15
1550,188,15,260,15
1551,152,13,214,16
1552,170,7,242,20
1553,174,10,273,22
1554,183,9,269,20
1555,181,10,231,4
1556,171,6,241,16
1557,186,7,310,34
1558,179,7,271,22
1559,153,7,216,14
1560,159,8,255,25
1561,203,6,313,27
1562,195,10,296,18
1563,192,6,277,16
1564,175,7,241,15
1565,146,3,232,21
1566,160,10,243,18
1567,161,9,252,26
1568,193,7,314,29
1569,166,6,250,23
1570,191,11,282,23
1571,164,6,243,18
1572,193,8,269,15
1573,194,8,271,10
1574,168,8,258,22
1575,197,10,243,0
1576,192,16,274,14
1577,198,7,293,23
1578,153,6,260,32
1579,142,10,227,19
1580,186,14,276,22
1581,192,13,302,30
1582,170,14,258,19
1583,193,10,243,9
1584,194,9,257,14
1585,197,14,237,2
1586,192,12,268,12
1587,200,13,262,7
1588,179,10,262,22
1589,196,10,301,29
1590,175,8,257,18
1591,188,9,236,5
1592,189,7,305,30
1593,180,9,232,7
1594,181,13,255,18
1595,150,9,214,15
1596,150,6,257,28
1597,189,4,314,31
1598,161,7,201,5
1599,182,11,263,16
1600,184,12,301,36
1601,178,9,252,18
1602,179,7,260,22
1603,169,12,263,18
1604,195,10,284,20
1605,186,8,255,12
1606,178,6,274,24
1607,187,9,285,27
1608,199,11,255,7
1609,181,9,273,23
1610,190,5,331,41
1611,178,8,303,32
1612,170,9,264,23
1613,189,9,271,18
1614,194,7,272,20
1615,200,9,356,51
1616,164,7,282,33
1617,190,5,295,22
1618,161,5,293,44
1619,193,6,335,44
1620,181,7,314,40
1621,198,18,330,37
1622,165,12,280,29
1623,186,5,301,27
1624,148,4,216,20
1625,162,10,247,20
1626,200,10,313,30
1627,185,10,252,16
1628,185,11,320,34
1629,179,10,288,40
1630,199,7,356,44
1631,176,8,311,31
1632,179,4,321,42
1633,180,13,296,32
1634,196,7,300,24
1635,187,10,285,26
1636,203,6,360,48
1637,181,24,253,17
1638,178,13,273,21
1639,185,8,283,30
1640,198,14,358,51
1641,188,12,290,31
1642,198,6,310,29
1643,189,7,309,31
1644,180,9,238,10
1645,180,11,310,43
1646,193,7,316,30
1647,188,10,343,42
1648,165,8,262,26
1649,161,9,248,22
1650,183,16,287,30
1651,150,6,228,21
1652,173,6,255,16
1653,158,8,222,11
1654,150,5,228,22
1655,176,10,274,23
1656,186,10,297,28
1657,196,12,347,48
1658,190,14,272,18
1659,158,4,246,23
1660,159,6,258,28
1661,198,12,296,23
1662,158,9,242,17
1663,183,8,294,31
1664,193,13,300,28
1665,184,12,281,26
1666,197,13,323,32
1667,155,7,257,31
1668,156,8,262,27
1669,200,10,293,25
1670,177,13,291,28
1671,162,6,246,18
1672,157,8,282,38
1673,144,7,263,33
1674,164,7,301,44
1675,185,6,304,32
1676,171,8,273,23
1677,184,7,291,27
1678,163,6,262,29
1679,194,7,282,24
1680,177,9,277,24
1681,141,7,223,25
1682,159,7,246,30
1683,197,9,364,48
1684,186,10,290,27
1685,173,10,258,19
1686,150,5,253,26
1687,147,6,258,37
1688,199,10,328,32
1689,172,8,256,23
1690,167,14,246,23
1691,190,9,291,24
1692,141,9,261,31
1693,183,6,289,20
1694,171,7,295,40
1695,147,11,274,44
1696,190,10,311,38
1697,183,9,327,47
1698,175,9,259,18
1699,199,21,299,24
1700,159,12,250,24
1701,198,8,329,31
1702,183,6,297,34
1703,165,6,281,30
1704,142,6,251,29
1705,177,8,312,33
1706,143,7,229,16
1707,152,7,272,39
1708,192,11,309,29
1709,188,10,301,32
1710,179,8,271,25
1711,188,8,292,35
1712,171,9,255,21
1713,193,9,319,39
1714,169,5,270,27
1715,187,5,321,39
1716,197,9,314,30
1717,202,8,297,21
1718,193,5,294,21
1719,169,7,299,39
1720,188,9,305,38
1721,172,11,266,25
1722,188,9,298,30
1723,192,10,282,24
1724,184,7,281,25
1725,198,6,320,36
1726,196,10,333,38
1727,177,6,293,34
1728,196,8,309,23
1729,194,12,297,26
1730,195,11,278,21
1731,163,8,281,32
1732,163,4,238,14
1733,186,9,279,25
1734,184,13,280,24
1735,167,8,256,19
1736,194,10,360,55
1737,181,11,291,28
1738,171,10,296,37
1739,171,12,273,28
1740,188,7,353,55
1741,200,4,318,32
1742,159,6,296,40
1743,171,8,262,23
1744,157,8,259,32
1745,166,8,270,30
1746,188,6,270,21
1747,152,10,231,17
1748,164,14,279,31
1749,176,7,314,41
1750,197,7,357,45
1751,166,8,285,34
1752,184,8,352,46
1753,180,7,280,30
1754,194,9,358,47
1755,198,9,292,23
1756,188,5,285,25
1757,192,9,317,35
1758,194,10,339,42
1759,179,7,300,36
1760,170,5,274,27
1761,199,9,308,32
1762,156,13,239,21
1763,183,6,276,21
1764,198,9,284,20
1765,183,8,305,33
1766,143,8,239,26
1767,192,13,321,41
1768,192,15,337,42
1769,150,10,269,36
1770,183,17,300,31
1771,203,6,327,38
1772,157,7,238,19
1773,198,9,280,10
1774,197,11,338,46
1775,177,9,272,26
1776,157,6,240,22
1777,144,9,197,6
1778,186,16,231,3
1779,163,8,234,14
1780,150,11,205,5
1781,178,14,241,6
1782,184,12,241,9
1783,166,7,216,8
1784,152,10,215,14
1785,171,9,222,9
1786,168,11,215,5
1787,173,12,242,15
1788,199,16,345,37
1789,149,7,225,19
1790,195,8,352,50
1791,156,9,211,5
1792,187,10,244,10
1793,161,9,256,25
1794,197,9,250,7
1795,187,8,232,4
1796,147,12,204,4
1797,145,11,232,21
1798,157,14,206,5
1799,184,10,252,17
1800,179,7,279,28
1801,140,10,176,7
1802,150,11,197,4
1803,141,17,169,5
1804,184,16,340,48
1805,198,9,314,30
1806,158,14,211,12
1807,174,8,306,43
1808,184,14,226,4
1809,161,6,200,4
1810,165,14,211,7
1811,186,7,317,38
1812,148,6,196,10
1813,149,10,184,2
1814,191,12,250,7
1815,160,9,204,6
1816,152,11,203,5
1817,178,9,279,27
1818,191,6,314,34
1819,189,11,226,5
1820,185,13,229,6
1821,166,11,227,11
1822,144,8,234,28
1823,170,8,279,34
1824,194,10,338,37
1825,197,10,307,24
1826,196,9,327,34
1827,185,11,287,30
1828,191,8,328,36
1829,186,10,324,32
1830,189,7,275,17
1831,171,9,248,14
1832,151,8,229,18
1833,196,12,258,7
1834,169,4,303,37
1835,194,11,307,32
1836,140,15,192,10
1837,149,8,255,26
1838,181,7,291,24
1839,178,10,299,26
1840,199,16,326,37
1841,189,7,298,27
1842,184,14,359,57
1843,155,7,259,28
1844,199,6,310,27
1845,182,6,308,33
1846,152,11,249,26
1847,158,12,252,24
1848,153,7,239,22
1849,169,8,305,43
1850,163,10,322,46
1851,180,6,270,26
1852,174,9,277,25
1853,161,12,264,29
1854,192,15,227,5
1855,168,7,219,9
1856,198,6,294,28
1857,171,7,239,18
1858,188,7,280,28
1859,176,7,246,17
1860,165,8,214,4
1861,196,12,241,3
1862,197,6,320,31
1863,179,8,274,26
1864,173,10,224,3
1865,152,9,207,11
1866,194,13,265,8
1867,202,10,328,38
1868,153,8,231,23
1869,196,8,301,26
1870,146,8,209,16
1871,177,10,276,30
1872,147,11,240,30
1873,166,19,216,8
1874,142,6,172,2
1875,181,6,278,26
1876,168,5,240,13
1877,190,9,252,11
1878,166,8,262,25
1879,153,9,193,4
1880,191,19,249,7
1881,141,7,199,14
1882,156,5,234,21
1883,171,6,213,7
1884,161,8,231,16
1885,160,6,246,28
1886,177,9,263,16
1887,186,8,248,9
1888,143,4,193,7
1889,184,11,242,14
1890,190,12,265,18
1891,144,8,224,19
1892,153,11,191,1
1893,157,9,202,7
1894,157,5,226,11
1895,165,9,208,5
1896,154,7,217,13
1897,179,8,263,20
1898,169,7,230,8
1899,156,8,203,6
1900,156,6,222,11
1901,172,10,243,10
1902,178,8,252,11
1903,152,10,216,14
1904,153,5,210,8
1905,165,9,234,14
1906,160,5,229,10
1907,153,3,216,13
1908,166,8,216,9
1909,189,7,285,24
1910,198,7,320,38
1911,158,9,210,10
1912,163,7,212,7
1913,161,10,220,9
1914,177,10,216,1
1915,149,7,240,25
1916,181,12,240,8
1917,141,13,168,3
1918,168,10,197,5
1919,194,8,274,17
1920,182,11,218,4
1921,180,11,218,5
1922,162,6,207,7
1923,162,6,228,13
1924,165,13,220,8
1925,152,11,195,6
1926,180,7,237,14
1927,178,7,244,12
1928,165,9,217,8
1929,197,19,272,14
1930,146,8,188,6
1931,180,26,244,11
1932,161,10,227,16
1933,169,7,217,6
1934,183,4,226,7
1935,146,8,186,5
1936,156,9,219,13
1937,199,8,255,8
1938,146,10,174,3
1939,192,12,280,14
1940,159,8,215,9
1941,154,4,187,3
1942,143,9,188,4
1943,185,9,250,15
1944,180,7,240,9
1945,187,7,248,10
1946,156,8,197,5
1947,183,14,266,16
1948,175,12,227,6
1949,163,7,201,5
1950,148,9,200,8
1951,183,10,257,14
1952,160,6,212,3
1953,162,7,228,13
1954,154,8,236,19
1955,163,9,210,9
1956,156,9,216,5
1957,164,6,216,12
1958,152,9,196,7
1959,173,7,241,9
1960,181,12,249,10
1961,144,9,194,9
1962,158,7,217,6
1963,176,10,211,3
1964,166,7,225,12
1965,163,9,244,15
1966,149,8,191,8
1967,166,6,203,3
1968,188,14,239,9
1969,188,10,249,11
1970,155,10,211,13
1971,163,9,220,13
1972,180,7,240,10
1973,171,8,222,4
1974,148,12,163,0
1975,144,6,159,0
1976,186,11,274,20
1977,141,10,191,10
1978,185,17,242,7
1979,145,13,193,5
1980,172,13,201,1
1981,148,9,203,11
1982,180,11,238,10
1983,177,9,226,11
1984,173,5,226,10
1985,170,7,198,3
1986,196,11,281,21
1987,152,9,228,14
1988,169,11,210,4
1989,155,6,197,9
1990,189,9,255,5
1991,187,8,265,12
1992,190,9,244,9
1993,173,8,209,5
1994,196,8,262,9
1995,190,8,243,4
1996,154,7,208,8
1997,165,8,211,9
1998,169,12,241,16
1999,188,10,241,5
2000,161,9,200,4
2001,186,7,231,4
2002,187,9,225,5
2003,150,5,190,4
2004,183,8,237,8
2005,166,16,234,9
2006,200,11,257,5
2007,182,14,234,10
2008,143,11,182,6
2009,184,9,233,10
2010,171,10,233,15
2011,155,8,197,5
2012,178,17,215,4
2013,150,11,211,5
2014,187,8,244,10
2015,154,11,206,10
2016,194,14,248,8
2017,160,8,219,7
2018,191,11,240,4
2019,151,6,193,5
2020,157,7,231,16
2021,177,8,234,6
2022,183,14,230,4
2023,157,6,206,6
2024,159,9,219,12
2025,171,12,237,15
2026,191,10,251,7
2027,144,9,201,7
2028,173,12,237,6
2029,171,12,213,5
2030,148,10,181,3
2031,174,10,229,6
2032,170,10,216,4
2033,149,8,201,3
2034,176,9,230,5
2035,177,12,226,6
2036,153,7,194,2
2037,187,11,241,7
2038,140,8,184,4
2039,160,9,201,8
2040,163,12,217,7
2041,156,9,220,10
2042,177,16,223,8
2043,188,8,255,8
2044,154,10,190,6
2045,144,10,199,10
2046,181,8,211,3
2047,146,10,196,8
2048,150,10,226,16
2049,152,8,201,4
2050,144,7,169,1
2051,151,11,180,3
2052,176,9,225,6
2053,150,15,203,7
2054,149,3,193,9
2055,183,13,226,4
2056,189,15,237,1
2057,153,16,191,2
2058,183,12,229,5
2059,175,11,228,3
2060,160,5,248,20
2061,180,8,296,36
2062,155,7,227,18
2063,164,6,258,24
2064,158,10,189,4
2065,195,10,306,22
2066,183,6,262,12
2067,168,7,260,22
2068,146,7,213,15
2069,161,7,229,15
2070,179,11,264,18
2071,160,8,233,21
2072,172,7,287,29
2073,171,9,268,22
2074,182,12,240,8
2075,183,9,247,12
2076,183,9,250,16
2077,142,10,213,19
2078,196,7,339,45
2079,173,11,304,44
2080,192,8,283,24
2081,187,13,343,48
2082,155,4,214,15
2083,184,8,260,11
2084,189,6,248,11
2085,191,8,248,10
2086,174,6,234,9
2087,165,4,212,6
2088,200,6,272,14
2089,168,8,236,14
2090,196,11,268,19
2091,190,12,300,27
2092,200,11,315,31
2093,189,10,259,10
2094,199,9,310,31
2095,157,5,231,17
2096,194,6,334,39
2097,157,8,236,17
2098,174,8,250,19
2099,177,7,277,28
2100,183,8,289,24
2101,150,8,237,23
2102,142,6,242,29
2103,177,5,238,7
2104,197,5,283,15
2105,180,6,290,29
2106,140,4,220,23
2107,177,6,238,18
2108,200,15,297,22
2109,151,6,243,21
2110,196,5,306,26
2111,192,7,356,46
2112,172,8,230,9
2113,195,9,303,29
2114,198,8,304,34
2115,197,7,326,34
2116,146,6,224,17
2117,168,10,235,15
2118,173,6,247,16
2119,172,11,244,17
2120,163,7,295,32
2121,158,7,251,24
2122,172,8,260,22
2123,163,6,261,30
2124,197,12,286,24
2125,178,11,254,18
2126,188,9,280,15
2127,169,5,293,39
2128,177,7,290,29
2129,149,6,226,17
2130,177,4,247,16
2131,156,11,239,27
2132,151,5,237,19
2133,165,7,257,26
2134,154,4,256,36
2135,165,8,220,9
2136,142,5,207,14
2137,160,6,240,18
2138,152,10,220,11
2139,147,6,206,14
2140,172,5,249,14
2141,183,14,287,28
2142,198,7,317,32
2143,198,7,307,27
2144,183,9,316,44
2145,168,8,260,27
2146,192,10,299,26
2147,173,8,292,40
2148,176,6,288,33
2149,194,13,340,40
2150,183,12,251,18
2151,194,13,301,31
2152,187,14,279,25
2153,170,8,273,22
2154,165,8,252,27
2155,150,7,229,21
2156,175,6,281,26
2157,176,5,271,24
2158,187,7,262,19
2159,183,6,255,14
2160,140,5,220,27
2161,201,9,312,34
2162,188,9,279,21
2163,175,18,246,16
2164,167,6,265,26
2165,200,8,303,28
2166,168,9,271,25
2167,166,7,247,20
2168,165,7,295,40
2169,184,9,256,18
2170,185,7,321,39
2171,185,6,261,15
2172,169,10,273,30
2173,184,6,335,43
2174,144,5,213,12
2175,187,7,294,20
2176,159,7,250,23
2177,174,9,266,27
2178,167,7,248,18
2179,169,8,247,19
2180,199,16,272,16
2181,177,8,239,8
2182,168,9,274,35
2183,191,7,270,17
2184,155,7,221,17
2185,165,15,252,24
2186,182,9,315,39
2187,169,7,273,26
2188,166,7,275,27
2189,178,6,225,9
2190,195,9,259,15
2191,172,9,250,16
2192,153,10,231,21
2193,145,8,195,11
2194,153,8,208,8
2195,184,10,246,17
2196,181,11,294,30
2197,183,17,280,22
2198,170,16,251,16
2199,179,14,271,17
2200,184,9,274,19
2201,153,8,226,18
2202,149,7,192,4
2203,194,8,285,22
2204,165,13,237,13
2205,153,7,239,22
2206,187,9,268,25
2207,161,10,235,20
2208,157,10,203,6
2209,176,6,260,18
2210,160,12,227,13
2211,163,8,228,13
2212,166,14,233,10
2213,162,11,226,13
2214,193,13,268,15
2215,178,11,238,10
2216,153,13,210,7
2217,152,12,208,15
2218,199,14,266,12
2219,177,15,231,13
2220,152,12,213,7
2221,160,11,224,10
2222,152,7,219,17
2223,153,8,202,5
2224,156,10,232,22
2225,144,8,234,27
2226,190,10,248,7
2227,174,9,271,31
2228,162,7,268,24
2229,193,7,270,14
2230,188,9,269,16
2231,148,7,222,17
2232,186,6,296,30
2233,198,13,319,34
2234,155,6,243,27
2235,198,12,353,45
2236,146,8,229,18
2237,156,7,232,13
2238,177,8,289,33
2239,178,7,327,45
2240,174,8,242,10
2241,142,8,204,17
2242,155,7,223,16
2243,186,8,263,21
2244,174,21,228,10
2245,171,8,257,28
2246,191,8,292,26
2247,173,9,251,20
2248,181,8,295,30
2249,177,12,251,11
2250,187,6,311,33
2251,181,9,293,31
2252,162,9,285,35
2253,173,10,273,28
2254,198,15,309,28
2255,161,8,247,20
2256,194,13,256,10
2257,163,5,219,9
2258,196,17,247,9
2259,169,8,241,17
2260,164,10,225,11
2261,154,9,247,24
2262,180,9,274,25
2263,197,9,280,17
2264,161,5,228,12
2265,159,5,214,10
2266,182,6,249,7
2267,166,11,258,21
2268,189,11,276,22
2269,192,11,275,12
2270,165,6,224,13
2271,205,8,327,37
2272,162,8,235,19
2273,170,10,269,25
2274,195,10,271,14
2275,194,8,329,37
2276,186,8,262,17
2277,170,8,274,33
2278,175,8,306,36
2279,166,10,266,28
2280,153,6,256,26
2281,169,8,260,22
2282,179,9,252,13
2283,168,10,281,32
2284,173,10,328,47
2285,174,8,297,35
2286,162,9,292,40
2287,183,8,298,28
2288,190,9,315,31
2289,176,7,265,25
2290,160,9,277,36
2291,141,7,258,33
2292,193,7,303,26
2293,171,11,215,7
2294,148,6,220,14
2295,198,8,277,14
2296,195,14,266,14
2297,182,8,256,9
2298,143,6,216,17
2299,162,9,251,26
2300,169,8,275,31
2301,141,11,211,16
2302,199,11,264,10
2303,176,7,253,19
2304,182,11,271,25
2305,194,9,262,17
2306,167,9,220,9
2307,153,6,220,16
2308,161,6,225,11
2309,175,7,266,23
2310,140,6,193,13
2311,195,10,272,17
2312,151,10,220,18
2313,164,9,247,17
2314,183,9,261,17
2315,195,12,295,25
2316,173,12,258,15
2317,186,8,263,8
2318,189,11,261,16
2319,172,11,243,17
2320,192,9,259,12
2321,145,8,211,14
2322,149,10,218,20
2323,148,9,199,11
2324,160,7,228,13
2325,178,13,263,18
2326,180,10,267,22
2327,196,12,268,11
2328,159,7,240,14
2329,155,7,232,18
2330,145,7,204,7
2331,156,9,215,14
2332,175,8,237,3
2333,180,7,233,14
2334,196,7,268,13
2335,185,8,241,13
2336,149,4,190,6
2337,179,9,244,12
2338,155,6,217,13
2339,161,5,217,11
2340,182,6,303,32
2341,156,8,235,15
2342,149,7,214,15
2343,186,9,267,18
2344,145,8,245,29
2345,180,9,273,22
2346,194,12,266,21
2347,148,7,224,15
2348,142,8,201,13
2349,149,8,205,11
2350,146,8,214,18
2351,157,7,251,26
2352,188,20,242,9
2353,199,11,276,9
2354,151,13,228,16
2355,145,10,202,9
2356,183,21,275,24
2357,184,17,247,6
2358,188,17,258,16
2359,168,15,219,8
2360,188,17,251,8
2361,141,7,190,11
2362,144,11,218,16
2363,157,7,250,26
2364,173,8,271,25
2365,161,7,220,12
2366,150,7,231,18
2367,164,10,255,25
2368,167,9,267,22
2369,174,10,286,26
2370,189,8,327,38
2371,148,7,205,9
2372,163,12,243,20
2373,178,7,261,21
2374,147,7,210,10
2375,185,8,271,19
2376,186,15,251,9
2377,164,15,220,7
2378,196,16,295,26
2379,190,14,287,29
2380,180,13,270,18
2381,181,11,254,16
2382,198,7,256,13
2383,156,8,238,22
2384,194,8,272,14
2385,198,9,280,16
2386,173,9,241,13
2387,151,9,214,14
2388,192,10,261,13
2389,147,8,211,16
2390,151,9,212,16
2391,150,6,240,25
2392,167,11,240,12
2393,186,12,245,12
2394,200,17,252,6
2395,198,11,297,23
2396,153,13,243,25
2397,168,7,226,7
2398,159,7,253,25
2399,164,7,243,17
2400,169,7,256,12
2401,194,13,300,27
2402,173,7,263,25
2403,163,5,223,11
2404,198,9,278,18
2405,174,8,245,16
2406,176,10,264,21
2407,153,7,245,23
2408,174,6,221,6
2409,176,8,259,17
2410,176,8,246,14
2411,178,13,247,13
2412,152,6,218,15
2413,162,10,233,18
2414,150,10,217,15
2415,179,10,287,30
2416,191,8,274,15
2417,171,8,245,15
2418,170,9,240,13
2419,150,6,217,17
2420,179,11,271,28
2421,183,10,284,23
2422,177,11,261,18
2423,157,8,213,14
2424,140,6,222,15
2425,168,7,232,17
2426,199,11,317,28
2427,147,9,219,21
2428,141,7,227,20
2429,200,5,250,9
2430,178,8,226,5
2431,162,4,224,12
2432,181,4,256,14
2433,191,7,285,20
2434,191,6,300,28
2435,155,6,233,11
2436,177,9,270,21
2437,146,8,198,9
2438,177,8,265,26
2439,168,9,238,13
2440,173,9,264,20
2441,189,11,274,19
2442,158,6,231,19
2443,165,12,241,19
2444,140,5,207,12
2445,196,16,278,21
2446,165,13,232,11
2447,178,14,244,11
2448,150,10,221,16
2449,155,7,223,14
2450,145,7,194,8
2451,159,9,240,14
2452,190,9,292,27
2453,184,7,257,16
2454,190,10,270,15
2455,182,8,254,17
2456,169,3,228,10
2457,179,4,244,7
2458,186,8,260,16
2459,171,7,228,10
2460,145,5,195,4
2461,198,17,246,6
2462,186,13,263,13
2463,164,6,200,4
2464,187,9,267,6
2465,148,10,230,20
2466,157,7,259,26
2467,183,7,273,17
2468,170,8,242,10
2469,178,11,256,20
2470,192,6,284,24
2471,157,6,233,20
2472,177,8,260,18
2473,185,8,270,18
2474,165,10,242,23
2475,180,7,227,6
2476,169,13,239,18
2477,156,9,238,19
2478,186,16,275,21
2479,193,7,287,19
2480,174,9,215,2
2481,177,11,263,17
2482,200,9,278,17
2483,159,7,245,24
2484,167,11,234,14
2485,171,10,232,14
2486,148,10,221,18
2487,181,11,274,21
2488,178,16,269,23
2489,183,7,250,11
2490,193,8,264,15
2491,182,5,277,28
2492,185,8,278,20
2493,174,5,255,19
2494,194,8,307,28
2495,161,11,232,14
2496,191,12,254,9
2497,160,8,211,4
2498,192,12,276,23
2499,171,9,250,13
2500,150,7,252,30
2501,168,13,249,18
2502,200,8,278,18
2503,184,11,266,17
2504,147,6,216,16
2505,169,13,257,23
2506,186,6,243,5
2507,183,10,262,20
2508,187,8,303,34
2509,166,8,245,16
2510,177,6,274,18
2511,165,8,237,12
2512,182,9,241,6
2513,142,7,192,12
2514,157,7,213,10
2515,183,6,299,32
2516,165,9,235,13
2517,177,10,258,13
2518,164,4,242,15
2519,169,8,248,18
2520,175,9,266,22
2521,177,12,244,14
2522,163,8,216,4
2523,178,12,250,20
2524,166,11,225,2
2525,142,7,199,12
2526,187,9,244,8
2527,191,13,259,12
2528,182,7,251,13
2529,150,7,223,18
2530,149,10,211,16
2531,144,7,206,12
2532,182,8,254,10
2533,181,10,253,17
2534,142,6,226,26
2535,166,9,237,15
2536,155,7,256,28
2537,148,7,215,17
2538,151,6,211,12
2539,177,9,246,13
2540,193,3,280,19
2541,152,6,217,17
2542,167,7,236,11
2543,142,9,190,9
2544,150,11,214,10
2545,166,7,209,6
2546,152,15,206,4
2547,163,9,258,27
2548,188,8,258,12
2549,148,8,211,15
2550,188,6,269,21
2551,178,9,253,20
2552,188,11,270,27
2553,144,5,183,6
2554,180,7,250,13
2555,174,9,236,12
2556,160,8,224,9
2557,198,8,264,12
2558,195,7,237,5
2559,172,6,233,15
2560,197,7,294,21
2561,143,6,205,15
2562,154,5,218,11
2563,155,8,193,2
2564,159,6,214,11
2565,177,7,246,9
2566,140,5,207,14
2567,141,5,178,6
2568,158,20,183,0
2569,183,20,219,1
2570,161,22,187,2
2571,152,16,184,1
2572,167,15,204,2
2573,177,10,266,25
2574,192,4,264,15
2575,178,4,270,26
2576,159,17,231,15
2577,165,12,221,10
2578,183,8,255,12
2579,151,11,216,14
2580,146,6,181,2
2581,168,5,209,2
2582,180,13,213,2
2583,185,8,258,12
2584,180,6,238,11
2585,174,13,225,6
2586,151,12,162,0
2587,190,8,199,0
2588,143,12,201,12
2589,179,12,210,0
2590,171,10,246,19
2591,140,9,177,3
2592,186,12,225,4
2593,168,9,218,6
2594,161,8,223,12
2595,174,8,222,12
2596,185,7,227,2
2597,153,8,193,3
2598,180,10,267,24
2599,162,10,212,8
2600,162,8,228,13
2601,178,12,251,15
2602,163,6,213,16
2603,162,13,235,11
2604,141,4,193,14
2605,175,6,234,10
2606,141,9,188,3
2607,179,13,245,13
2608,200,8,247,4
2609,175,11,238,8
2610,188,12,243,7
2611,163,11,205,2
2612,157,6,207,7
2613,174,17,231,9
2614,157,7,203,9
2615,193,10,257,11
2616,186,7,286,29
2617,188,6,288,25
2618,143,5,219,17
2619,148,5,207,12
2620,145,6,198,10
2621,176,7,246,11
2622,169,7,243,15
2623,167,5,216,9
2624,178,8,267,26
2625,176,7,279,30
2626,173,8,254,18
2627,152,6,222,17
2628,186,5,245,12
2629,183,3,244,9
2630,141,6,192,13
2631,200,8,264,16
2632,140,7,214,14
