,Sentences,Words,Complex_word_count,Syllable_count,ADJ,ADP,ADV,AUX,CCONJ,DET,INTJ,NOUN,NUM,PART,PRON,PROPN,PUNCT,SCONJ,SYM,VERB,X
313,10,191,31,308,11,26,7,17,6,15,0,44,1,4,11,11,16,9,0,26,3
314,13,157,33,283,23,20,7,7,9,18,0,18,8,0,8,27,26,0,1,11,0
315,10,167,45,330,33,19,5,8,10,13,0,60,0,1,3,0,36,1,0,14,0
316,11,162,34,279,27,21,5,5,6,20,0,38,3,0,5,17,38,0,0,15,0
317,11,202,35,344,19,23,9,11,6,23,0,43,7,3,11,11,29,6,2,28,0
318,5,165,43,316,32,22,5,11,12,11,0,40,1,6,8,1,17,3,2,11,0
319,7,172,14,248,22,17,6,16,3,12,0,37,3,9,13,1,26,9,0,24,0
320,8,165,46,347,20,16,6,9,14,12,0,57,1,3,3,0,23,3,0,21,0
321,14,191,35,320,14,21,8,19,4,31,0,61,1,1,6,0,26,3,0,22,0
322,6,157,38,311,13,20,6,4,6,20,0,53,0,6,2,1,20,3,0,23,0
323,11,174,29,290,17,23,3,8,6,20,0,57,0,4,5,1,18,3,0,27,0
324,7,164,46,335,17,20,8,12,9,6,0,54,0,3,8,0,23,7,0,20,0
325,10,187,46,355,19,9,7,22,7,21,0,52,0,8,9,0,26,7,0,26,0
326,14,190,38,332,18,21,7,9,2,31,0,61,3,0,7,0,21,7,1,23,0
327,8,171,31,294,22,26,2,9,9,16,0,39,6,1,7,23,37,2,0,9,0
328,6,181,49,337,23,35,3,7,8,23,0,51,0,1,6,16,25,0,0,8,0
329,9,184,40,322,21,19,5,10,12,15,0,54,1,9,10,3,27,1,0,24,0
330,9,179,35,310,19,18,8,10,9,10,0,45,1,6,18,1,24,5,0,29,0
331,5,155,45,307,26,20,4,9,12,12,0,45,1,1,2,5,21,4,0,14,0
332,15,197,42,347,27,15,4,13,7,17,0,56,0,4,5,25,39,1,1,22,0
333,8,188,63,388,26,30,6,6,11,19,0,61,1,3,4,4,24,1,0,16,0
334,21,188,14,273,21,20,9,13,8,17,0,45,1,1,13,11,21,4,0,25,0
335,13,167,31,272,17,24,5,12,5,17,0,52,2,4,7,7,29,2,2,11,0
336,8,162,31,289,15,14,0,9,8,24,0,64,3,1,3,7,35,0,0,14,0
337,5,154,32,276,22,24,4,10,9,16,0,34,1,3,4,19,18,0,0,8,0
338,13,183,7,236,12,24,14,6,2,30,0,26,14,2,10,20,28,3,0,20,0
339,8,166,37,327,20,24,12,9,8,18,0,46,5,2,4,3,15,0,0,15,0
340,9,198,54,372,16,27,9,9,12,23,0,64,1,0,8,0,23,8,0,21,0
341,10,174,44,329,13,24,5,8,6,14,0,59,6,4,2,14,37,3,1,15,0
342,8,154,18,224,6,10,11,10,4,12,0,26,0,9,25,0,19,12,0,29,0
343,7,144,35,272,18,18,9,13,2,13,0,38,0,2,6,1,18,6,0,18,0
344,8,191,54,364,25,22,4,13,7,19,1,51,5,3,11,5,23,5,2,18,0
345,7,144,26,268,15,20,5,12,7,11,0,45,4,1,1,0,15,2,0,21,0
346,9,165,44,322,17,16,4,7,2,27,0,61,1,3,7,0,26,2,1,17,0
347,6,170,56,367,31,21,4,4,12,15,0,49,3,4,4,0,23,4,0,19,0
348,10,179,27,282,30,17,9,11,13,13,0,51,1,3,10,0,31,7,0,14,0
349,11,184,29,295,2,18,11,7,8,27,0,41,0,6,14,1,22,10,0,39,0
350,7,147,28,254,8,18,9,12,3,12,0,22,8,4,5,27,25,6,0,13,0
351,8,150,27,250,15,19,9,6,6,13,0,44,0,5,12,0,20,4,0,17,0
352,8,154,28,251,16,12,6,11,9,20,0,41,2,2,15,0,16,4,0,16,0
353,14,152,38,281,13,17,3,6,11,15,0,56,0,5,11,0,30,0,0,15,0
354,8,155,68,386,29,18,2,1,11,14,0,62,0,0,2,1,32,2,0,13,0
355,11,182,44,327,19,17,3,19,6,14,0,59,0,4,6,4,27,4,4,20,3
356,16,172,44,300,19,20,4,8,8,12,0,52,1,3,16,5,20,2,0,22,0
357,10,192,37,313,19,24,11,12,6,34,0,49,1,2,5,3,23,4,0,22,0
358,12,197,23,318,16,26,14,9,5,24,0,60,0,3,4,8,25,5,0,23,0
359,9,175,21,275,18,21,7,7,5,23,0,36,3,3,13,12,24,6,0,21,0
360,7,157,24,268,20,21,5,11,3,14,0,29,23,1,5,7,22,2,1,15,0
361,12,149,21,248,11,19,7,19,4,17,0,40,2,2,6,5,17,4,0,13,0
362,10,159,25,256,14,17,11,10,10,14,0,45,1,6,9,0,29,4,0,18,0
363,10,196,53,374,13,28,11,10,9,15,0,65,0,3,9,6,28,4,1,22,0
364,7,149,22,233,12,18,9,9,6,15,0,32,1,1,18,0,15,5,0,23,0
365,5,162,39,291,16,28,4,4,9,22,0,43,4,2,6,7,26,3,0,14,0
366,14,156,12,220,2,18,2,10,6,16,0,55,1,8,14,0,24,2,0,22,0
367,14,161,13,259,17,12,8,12,4,19,0,48,1,2,10,6,17,2,0,20,0
368,8,176,33,301,12,16,6,13,6,21,0,54,5,1,13,3,28,5,1,20,0
369,7,158,41,299,14,31,7,5,9,7,0,56,3,1,2,6,16,0,0,17,0
370,7,160,25,263,17,23,10,6,12,16,0,29,7,1,5,19,25,2,0,13,0
371,10,187,27,310,14,23,1,7,6,27,0,65,0,7,11,0,19,2,0,24,0
372,6,153,38,285,17,30,3,6,5,22,0,30,5,2,4,16,12,1,0,12,0
373,12,180,19,283,17,16,7,16,4,24,0,41,5,7,5,0,18,6,0,32,0
374,16,160,21,238,11,18,4,13,7,13,0,47,1,3,16,1,25,4,0,22,0
375,6,173,51,352,27,16,5,4,12,13,0,66,3,4,0,2,33,2,0,19,0
376,12,154,24,263,15,15,3,9,10,16,0,53,0,1,9,2,28,2,0,19,0
377,22,205,18,304,17,17,4,11,5,27,0,42,1,7,21,16,35,4,0,33,0
378,9,182,28,303,12,17,15,12,9,10,0,39,0,6,16,1,18,13,0,32,0
379,8,167,33,284,10,18,8,8,6,21,0,46,1,5,12,1,21,5,0,26,0
380,8,170,27,277,24,23,8,6,4,16,0,37,14,4,4,12,28,1,0,17,0
381,9,187,44,338,22,32,7,8,6,23,0,60,2,2,5,5,35,1,0,14,0
382,7,166,25,266,16,20,3,5,7,31,0,38,1,3,5,14,25,3,0,20,0
383,7,169,62,344,23,18,3,4,12,22,0,53,0,7,4,5,25,1,0,17,0
384,12,195,40,353,22,24,8,9,12,16,0,65,2,4,5,1,34,6,0,21,0
385,7,160,31,292,16,19,6,9,6,18,0,45,2,2,8,1,21,2,0,26,0
386,8,182,37,330,7,19,14,10,5,23,0,45,4,5,6,20,26,3,0,21,0
387,9,141,23,226,19,10,4,16,8,7,1,32,1,3,14,3,21,5,0,18,0
388,6,166,20,268,19,27,7,6,11,10,0,44,3,1,8,13,23,1,1,15,0
389,10,142,21,229,11,13,5,12,8,11,0,45,0,1,8,3,29,6,0,19,0
390,13,183,21,299,22,17,7,15,3,11,0,52,6,4,7,5,23,12,0,22,0
391,12,184,40,361,25,19,5,14,13,12,0,52,1,1,9,4,24,5,1,23,0
392,14,148,32,254,12,16,3,15,3,11,0,49,4,2,13,1,18,1,0,18,0
393,7,142,33,258,10,21,3,8,4,15,0,28,3,5,4,28,25,2,0,11,0
394,5,153,52,297,28,25,2,2,11,18,0,41,2,0,3,6,13,2,0,13,0
395,14,194,23,298,22,22,1,7,5,22,0,33,11,2,12,26,24,4,2,25,0
396,4,145,23,224,10,38,2,1,4,14,0,14,25,0,2,18,15,1,9,7,0
397,14,173,8,237,15,19,9,17,4,18,0,39,9,2,8,15,24,1,0,17,0
398,12,176,35,304,17,13,3,15,3,19,0,53,6,4,8,11,27,6,2,16,0
399,6,189,41,323,21,26,5,12,12,29,0,58,0,3,12,0,21,2,0,9,0
400,12,176,35,292,19,16,5,15,10,16,0,48,0,3,16,5,24,4,0,19,0
401,10,186,39,332,17,12,7,19,4,18,0,60,12,1,7,7,33,7,1,14,0
402,8,166,34,283,12,34,2,12,4,25,0,54,1,2,6,4,14,0,0,10,0
403,9,162,24,243,12,30,2,6,6,19,0,44,2,5,7,5,29,4,0,20,0
404,5,176,41,323,27,22,7,7,8,18,0,55,3,2,5,3,18,2,0,17,0
405,17,168,18,262,19,9,5,16,2,15,0,36,2,4,20,5,27,6,1,28,0
406,8,167,44,326,23,23,7,10,6,19,0,52,1,2,5,2,18,0,0,17,0
407,6,155,24,250,19,22,5,8,10,21,0,31,2,1,9,13,14,1,0,13,0
408,11,196,34,324,13,19,4,12,13,19,0,59,0,4,12,4,26,6,0,31,0
409,9,148,23,267,24,17,8,8,6,18,0,40,1,0,4,11,25,0,0,11,0
410,10,188,28,292,13,16,12,11,9,15,1,54,0,11,19,0,30,3,0,24,0
411,6,183,39,335,18,31,5,4,10,20,0,54,3,1,5,13,26,2,0,17,0
412,10,174,30,304,5,28,4,10,5,20,0,64,6,2,3,0,15,7,2,18,0
413,11,183,12,248,7,29,7,7,3,22,0,25,13,7,6,30,13,5,0,22,0
414,13,194,34,330,12,16,11,21,6,23,0,49,0,5,12,2,22,4,0,33,0
415,13,151,37,261,20,16,5,12,2,19,0,37,4,1,9,8,17,3,1,14,0
416,9,147,35,262,6,15,4,12,10,19,0,48,0,5,3,1,23,3,0,21,0
417,9,187,25,294,17,10,8,18,9,11,0,33,5,10,18,6,17,6,3,33,0
418,6,176,62,372,28,21,10,10,10,17,0,52,2,3,2,6,28,1,0,14,0
419,8,181,41,325,18,14,8,13,8,23,0,45,1,9,7,0,15,5,0,30,0
420,7,192,50,365,27,26,6,8,7,25,0,54,3,5,1,6,16,5,0,19,0
421,13,160,26,261,10,15,3,15,7,16,0,46,0,5,14,1,37,2,0,26,0
422,8,179,46,350,22,17,2,10,11,10,0,50,2,11,14,0,25,5,0,25,0
423,7,179,55,378,8,18,7,9,11,17,0,54,3,3,6,15,35,3,0,25,0
424,8,153,25,259,15,15,9,14,9,11,0,29,2,3,7,12,22,2,0,25,0
425,5,141,40,264,13,20,6,8,7,14,0,46,2,2,4,4,27,2,0,13,0
426,9,157,40,299,7,15,6,8,3,20,0,40,3,2,5,29,24,2,1,16,0
427,8,173,43,330,22,19,11,16,4,15,0,49,7,1,5,11,38,1,3,9,0
428,11,142,25,242,9,16,3,4,2,25,0,21,2,4,7,26,13,3,0,20,0
429,7,174,50,348,10,23,11,10,7,18,0,50,0,7,10,0,19,2,0,26,0
430,7,170,25,276,28,21,2,10,15,21,0,45,2,1,7,0,22,3,0,15,0
431,7,181,24,298,16,33,3,3,7,31,0,30,4,1,6,34,15,0,0,13,0
432,12,141,31,239,26,17,2,6,4,17,0,42,0,1,6,0,22,4,0,16,0
433,8,149,22,239,6,9,2,4,8,24,0,37,2,5,13,5,23,1,0,33,0
434,11,176,27,276,10,17,9,14,3,22,0,44,2,5,13,0,20,7,0,30,0
435,9,189,24,284,17,24,9,10,8,24,0,46,0,7,15,1,33,5,0,23,0
436,9,201,40,349,15,19,11,12,5,21,0,46,1,7,18,2,25,10,0,34,0
437,5,159,32,274,13,27,4,6,8,21,0,52,0,5,3,2,17,2,0,16,0
438,7,176,37,301,21,11,10,12,4,15,0,39,1,9,11,3,16,11,0,29,0
439,18,199,21,301,9,23,9,16,4,24,0,59,1,2,15,3,31,5,0,29,0
440,8,168,28,276,9,31,5,6,8,27,0,46,2,2,7,4,22,1,1,19,0
441,9,149,19,225,9,21,5,4,1,16,1,34,14,2,9,5,41,2,5,19,2
442,14,197,23,300,10,22,15,11,9,24,0,49,8,5,10,11,21,2,0,21,0
443,8,190,42,343,19,24,7,13,5,22,0,52,0,5,8,0,21,7,0,28,0
444,7,151,20,255,28,23,7,11,3,2,0,46,2,0,7,0,13,8,2,12,0
445,7,192,29,318,13,28,4,8,6,25,0,26,6,1,12,44,30,4,0,15,0
446,10,178,33,307,18,26,5,12,8,10,0,51,5,4,3,15,27,1,2,18,0
447,10,172,21,272,19,12,12,12,4,22,0,37,0,7,9,5,18,6,0,27,0
448,12,169,16,256,16,23,7,7,9,17,0,19,7,2,3,39,27,1,0,19,0
449,20,203,11,273,18,17,21,15,12,8,2,17,14,4,25,8,51,6,4,32,0
450,12,160,23,249,13,16,4,10,6,15,0,48,2,4,11,7,22,4,0,20,0
451,8,185,37,324,10,22,12,11,5,17,0,50,2,4,14,0,18,7,0,31,0
452,8,165,16,242,3,22,9,11,6,18,0,44,0,8,6,6,14,5,0,27,0
453,9,148,13,228,16,21,12,11,4,18,0,34,2,0,5,15,19,1,0,9,0
454,9,148,21,223,9,11,12,7,5,19,0,41,1,4,13,0,19,7,0,19,0
455,8,147,28,251,10,17,9,12,7,11,0,32,0,4,15,4,14,4,0,22,0
456,10,147,28,258,18,16,5,10,5,20,0,40,4,1,6,0,23,2,0,20,0
457,7,183,29,289,13,21,7,8,5,23,0,54,18,1,3,8,39,5,3,14,0
458,8,166,29,268,17,25,8,10,3,21,0,42,3,5,9,1,20,5,0,17,0
459,10,167,21,272,6,14,3,8,7,20,0,34,1,7,12,21,18,4,0,30,0
460,8,147,21,239,13,19,4,8,4,19,0,33,5,5,8,2,18,5,0,22,0
461,9,176,51,345,27,26,14,9,5,14,0,44,7,1,8,0,19,2,1,18,0
462,6,161,31,282,19,16,5,12,7,12,0,36,1,6,16,0,17,7,0,24,0
463,8,145,20,219,8,12,15,6,5,11,0,30,6,5,15,5,19,5,0,22,0
464,8,164,19,251,12,22,6,9,12,15,0,47,2,1,3,11,28,5,2,17,0
465,10,184,13,285,9,14,3,11,7,23,0,46,5,11,11,2,19,8,0,34,0
466,8,164,51,332,12,21,6,6,8,10,0,62,2,2,6,3,23,4,0,22,0
467,7,158,37,299,26,14,8,13,8,21,0,39,1,2,8,0,22,1,0,17,0
468,8,165,50,328,22,19,4,6,11,14,0,64,0,3,1,4,24,1,0,16,0
469,9,135,13,206,10,14,8,5,7,9,0,46,3,4,8,2,22,1,0,18,0
470,8,178,18,258,11,23,4,10,4,20,0,48,4,5,18,10,28,3,0,18,0
471,10,185,26,296,12,25,5,7,8,17,0,66,2,1,12,0,25,3,0,27,0
472,10,186,34,303,20,19,9,13,5,9,0,41,0,7,26,1,29,7,0,29,0
473,11,181,16,272,19,24,7,10,12,22,0,46,1,3,5,16,19,2,0,14,0
474,7,154,20,246,15,22,2,9,3,24,0,24,6,4,2,21,12,2,1,19,0
475,11,172,25,282,24,26,5,7,1,16,0,47,0,7,11,0,31,2,0,25,1
476,12,197,27,296,22,22,14,14,5,12,0,40,0,9,19,0,20,7,0,33,0
477,8,161,18,250,12,20,9,5,2,21,0,32,15,5,7,16,26,1,4,12,0
478,5,144,27,248,13,24,3,4,9,18,0,22,4,1,5,30,20,1,0,10,0
479,6,164,46,319,12,29,3,5,10,17,0,61,2,2,3,0,22,2,2,16,0
480,8,159,14,253,11,10,7,8,5,10,0,39,5,8,9,5,15,8,1,33,0
481,7,146,36,266,15,25,8,9,4,11,0,33,4,5,8,8,23,1,0,15,0
482,7,163,38,285,17,18,8,10,6,18,0,41,3,5,8,4,23,2,1,22,0
483,8,144,33,261,16,22,4,5,6,15,0,55,0,1,1,1,24,3,0,15,0
484,7,169,30,289,21,25,4,7,4,34,0,52,2,0,3,1,22,3,0,13,0
485,9,193,28,301,22,25,5,11,11,26,0,34,4,2,7,22,33,7,0,17,0
486,10,192,44,338,18,30,3,5,4,24,0,73,0,2,7,2,29,2,0,22,0
487,10,153,22,238,20,16,8,6,4,24,0,25,11,1,6,21,19,0,0,11,0
488,9,154,46,302,15,19,9,12,6,20,0,36,5,4,6,5,18,2,2,13,0
489,3,146,41,275,12,24,4,7,5,19,0,37,1,4,8,8,11,3,0,14,0
490,6,177,46,334,10,32,5,8,9,22,0,61,5,1,7,2,26,0,0,15,0
491,16,173,34,301,21,11,10,15,10,12,0,39,12,0,5,16,30,1,0,21,0
492,7,162,26,268,13,20,10,7,6,11,0,41,0,6,10,4,17,9,0,25,0
493,6,157,61,382,27,17,4,7,5,8,0,50,0,8,1,4,22,2,0,24,0
494,7,145,37,276,21,23,10,13,5,10,0,40,2,1,6,2,24,1,0,11,0
495,8,182,34,316,23,23,12,9,10,21,0,42,1,3,1,14,19,3,0,20,0
496,8,184,34,313,25,24,9,9,4,23,0,33,6,5,12,18,21,2,0,14,0
497,7,165,34,289,9,29,2,12,5,22,0,52,1,8,2,0,24,6,0,17,0
498,9,167,44,324,15,19,2,6,9,13,0,53,1,6,5,8,27,7,0,23,0
499,8,167,50,346,20,24,8,12,9,17,0,50,1,1,1,1,15,5,0,18,0
500,5,150,42,308,20,18,2,2,7,10,0,52,3,2,12,0,27,4,0,17,1
501,6,137,34,251,21,23,4,3,7,12,0,20,11,0,8,16,14,1,1,10,0
502,8,143,35,258,6,14,7,6,7,19,0,39,1,6,11,0,16,4,0,23,0
503,10,181,23,286,24,23,4,13,8,31,0,44,0,0,8,11,30,1,0,14,0
504,9,175,43,315,21,26,2,10,3,22,0,52,2,0,7,8,16,2,0,20,0
505,13,185,31,300,22,7,16,4,5,15,0,42,0,4,23,0,23,15,0,32,0
506,10,178,43,325,13,17,5,9,3,21,0,56,1,9,8,2,20,5,0,29,0
507,23,201,13,278,12,20,8,18,2,30,3,45,2,5,24,5,25,4,0,23,0
508,15,152,15,226,7,8,9,10,3,14,0,30,0,6,32,6,34,2,0,25,0
509,6,138,33,262,15,18,5,5,7,13,0,40,5,1,8,2,28,2,0,17,0
510,10,198,21,308,21,22,5,6,7,23,0,55,1,2,11,0,43,10,1,33,1
511,13,144,10,205,6,14,3,7,6,21,1,28,0,2,18,11,19,1,0,26,0
512,15,174,27,282,26,13,6,13,5,26,0,37,6,4,6,15,33,3,1,13,0
513,9,193,40,338,29,34,4,6,4,20,0,42,4,3,4,26,23,1,1,15,0
514,9,193,40,336,14,25,3,12,2,27,0,59,0,5,15,0,24,7,0,24,0
515,11,183,53,355,21,17,14,12,7,16,0,44,0,8,12,2,20,3,0,27,0
516,13,188,32,305,18,17,6,16,10,23,0,52,0,1,7,12,33,4,0,22,0
517,6,173,41,298,29,27,6,5,4,19,0,54,2,0,2,11,17,2,2,10,0
518,11,187,17,268,2,26,6,9,9,38,0,49,0,1,8,12,31,7,0,20,0
519,16,156,27,253,15,11,10,14,7,19,0,43,3,5,11,0,30,3,0,15,0
520,7,140,30,240,12,20,6,14,3,16,0,36,1,3,6,6,24,2,0,15,0
521,6,153,25,271,19,28,3,5,6,25,0,23,7,0,2,26,19,1,0,8,0
522,10,175,43,317,9,26,4,12,7,23,0,50,6,2,5,12,21,2,0,17,0
523,8,171,30,303,15,26,3,11,11,20,0,49,2,4,3,8,15,3,0,16,0
524,9,183,41,340,21,26,11,8,8,17,0,48,7,2,3,10,27,2,1,19,0
525,6,145,22,219,13,27,11,8,3,18,0,34,0,1,2,15,16,2,0,11,0
526,18,195,12,285,15,23,11,18,8,22,0,53,1,3,15,1,27,4,0,21,0
527,8,144,24,239,18,18,5,10,4,16,0,43,0,2,8,5,29,3,2,10,0
528,10,173,47,332,11,20,10,12,6,13,0,38,4,5,7,22,20,2,0,23,0
529,13,193,12,261,8,14,4,8,9,12,1,45,3,5,28,11,34,10,1,34,0
530,18,198,36,349,20,13,8,15,11,27,0,65,1,4,4,7,38,4,0,19,0
531,15,145,18,229,5,6,13,11,4,8,1,21,1,8,14,21,35,4,0,28,0
532,8,147,23,248,9,21,9,11,5,13,0,38,1,2,13,0,19,3,0,20,2
533,12,145,25,252,14,19,3,11,1,13,0,44,4,2,8,5,32,4,0,17,0
534,10,162,22,266,16,18,5,6,5,17,0,41,1,9,11,9,17,5,0,19,0
535,6,156,29,273,18,32,4,9,9,23,0,36,1,0,4,13,25,1,0,6,0
536,7,154,19,260,16,23,9,7,4,19,0,36,4,3,4,13,17,3,0,13,0
537,13,156,34,295,16,17,3,9,9,15,0,57,1,4,11,0,34,0,0,14,0
538,13,189,28,312,14,20,9,16,7,23,0,49,2,5,9,3,25,6,1,25,0
539,9,166,23,289,23,16,7,8,6,17,0,42,0,5,10,4,16,4,0,24,0
540,9,165,44,315,19,27,9,5,8,19,0,54,0,0,2,10,35,0,0,12,0
541,10,199,36,333,11,20,12,15,11,22,0,36,4,4,17,8,18,7,1,31,0
542,10,185,43,321,10,30,5,10,3,33,0,60,3,7,2,5,20,1,0,16,0
543,13,192,20,270,5,25,4,15,6,30,0,47,12,5,10,0,34,3,2,28,0
544,6,150,31,272,19,17,3,7,4,21,0,43,3,5,2,3,14,3,2,18,0
545,16,161,18,246,12,19,4,15,5,15,0,50,3,2,11,0,30,4,0,21,0
546,7,166,32,290,15,26,5,16,10,19,0,43,2,4,3,7,22,4,0,12,0
547,15,193,20,292,17,26,10,16,2,22,0,34,4,3,9,21,27,3,1,25,0
548,10,150,38,281,11,17,11,10,4,16,0,48,0,9,3,2,17,1,0,18,0
549,6,147,50,317,20,25,5,7,3,14,0,49,1,2,5,3,19,0,0,13,0
550,12,180,14,252,13,23,13,10,6,27,0,45,0,5,13,0,20,4,0,21,0
551,10,149,25,234,7,16,5,12,2,18,0,34,0,7,10,9,14,5,0,23,1
552,10,179,52,345,13,21,9,6,12,23,0,58,0,4,8,0,38,3,2,20,0
553,10,179,21,267,25,18,8,15,5,19,0,33,2,8,13,9,17,5,0,19,0
554,9,160,29,256,19,14,3,9,10,25,0,39,2,3,8,5,19,4,0,18,1
555,7,156,44,310,14,25,3,6,10,22,0,60,0,2,0,0,22,0,0,14,0
556,8,178,19,275,17,16,10,18,7,11,0,38,0,11,13,3,22,8,0,26,0
557,12,169,42,312,17,20,12,11,4,15,0,40,4,1,4,22,28,4,0,15,0
558,8,183,32,324,19,26,7,6,10,18,0,66,1,1,4,0,18,6,0,19,0
559,12,140,15,213,17,17,2,9,1,20,0,29,4,2,10,10,17,3,0,16,0
560,20,150,13,216,13,11,7,15,6,11,1,27,1,4,19,13,35,2,0,20,0
561,10,201,32,316,25,17,7,17,7,27,0,46,0,7,14,2,25,9,0,23,0
562,8,179,47,337,14,26,3,11,5,23,0,58,1,3,6,2,21,2,0,25,0
563,13,180,18,253,5,21,11,14,8,18,0,32,2,7,23,3,20,6,0,30,0
564,17,199,11,277,6,13,9,14,5,17,2,34,0,7,25,14,49,9,0,44,0
565,19,208,17,285,8,24,11,15,5,25,1,37,4,8,24,5,46,4,0,37,0
566,12,156,10,218,9,11,7,14,10,8,0,32,0,6,25,0,20,8,0,26,0
567,7,197,27,308,21,27,1,5,9,24,0,25,18,4,6,35,39,2,4,16,0
568,11,175,21,270,13,21,10,15,5,18,0,43,2,8,12,0,23,4,0,24,0
569,8,183,33,307,18,33,8,11,5,20,0,34,5,2,7,26,22,2,0,12,0
570,8,178,30,297,15,11,12,17,10,11,0,41,0,10,15,0,21,9,0,27,0
571,9,149,39,298,24,9,3,6,12,12,0,56,0,1,2,3,33,2,0,19,0
572,14,184,34,320,19,18,2,14,8,20,0,62,0,1,5,1,20,3,0,31,0
573,7,150,26,239,11,20,7,8,6,20,0,48,0,3,9,0,21,1,0,17,0
574,3,170,45,325,27,17,3,6,16,11,0,55,5,3,5,6,31,1,0,15,0
575,7,186,29,299,18,17,16,11,13,18,0,36,0,6,17,1,27,5,0,28,0
576,10,188,52,360,22,19,10,11,11,21,0,37,0,8,10,13,23,6,0,20,0
577,6,145,34,241,7,9,3,9,10,21,0,50,0,3,9,5,21,1,0,17,1
578,6,155,56,325,7,15,5,9,5,9,0,68,8,1,2,7,43,0,5,14,0
579,4,156,47,304,13,18,4,8,9,21,0,52,1,3,3,0,26,2,1,21,0
580,8,187,33,327,21,26,4,17,4,21,0,62,0,1,4,1,19,3,0,23,0
581,14,151,9,223,12,16,6,13,6,16,0,29,4,1,13,18,26,3,0,14,0
582,6,163,38,301,24,27,7,4,8,20,0,44,4,0,6,3,18,0,0,16,0
583,9,157,32,275,23,16,2,10,6,23,0,22,4,2,5,27,20,5,0,12,0
584,11,196,24,319,23,21,9,12,6,16,0,55,0,9,14,0,19,3,0,28,0
585,11,143,16,221,16,14,7,13,6,19,0,41,2,1,8,2,29,1,0,13,0
586,6,204,45,377,15,19,13,10,8,20,0,78,0,4,5,0,41,5,0,27,0
587,11,173,32,273,12,12,8,11,9,16,0,51,0,8,12,2,15,2,0,30,0
588,10,180,37,317,14,20,9,11,7,12,0,54,1,5,10,0,19,6,0,31,0
589,6,150,25,251,16,17,1,4,7,14,0,54,4,3,8,0,21,5,0,17,0
590,12,173,14,275,14,17,13,10,5,19,0,47,5,2,2,16,38,3,0,20,0
591,14,179,35,294,21,22,7,9,8,21,0,41,4,1,17,0,21,3,1,24,0
592,8,165,26,264,11,21,5,12,9,17,0,52,0,2,13,0,25,4,0,19,0
593,7,141,32,261,11,15,5,14,7,17,0,31,4,3,4,12,21,4,0,14,0
594,15,172,30,283,13,17,13,14,13,17,0,64,0,0,2,2,28,1,0,16,0
595,8,157,47,313,11,22,4,12,3,20,0,51,1,2,2,7,24,2,2,18,0
596,9,195,38,341,21,24,7,18,3,20,0,45,1,5,12,3,20,10,0,26,0
597,9,180,33,299,12,27,8,3,15,29,0,60,5,0,1,4,29,1,0,15,0
598,9,197,32,323,24,29,6,9,6,31,0,47,1,0,8,13,19,3,0,20,0
599,8,175,44,340,20,25,6,8,5,27,0,53,2,3,3,0,24,1,0,22,0
600,6,167,43,335,26,22,3,5,8,23,0,48,1,1,6,9,25,2,0,13,0
601,7,176,32,277,9,13,8,14,8,36,0,45,1,3,7,0,29,10,0,22,0
602,6,170,19,257,12,27,2,4,4,26,0,23,16,3,5,31,20,3,0,14,0
603,7,147,47,302,19,15,2,5,4,17,0,36,0,4,9,14,19,2,0,20,0
604,11,143,42,271,18,21,4,10,7,5,0,52,3,3,2,0,23,3,0,15,0
605,11,159,12,237,9,21,4,8,4,21,0,20,7,4,6,33,25,2,0,20,0
606,6,164,36,300,15,24,9,9,10,11,0,35,9,4,5,6,17,2,4,21,0
607,24,195,27,311,12,14,13,21,5,22,0,52,0,4,23,1,27,2,0,26,0
608,15,179,31,298,13,16,7,12,2,22,0,51,1,5,10,7,32,4,0,29,0
609,7,175,47,332,20,25,10,3,8,19,0,55,4,5,3,4,24,2,1,16,0
610,9,183,45,348,25,19,5,11,9,19,0,63,0,1,8,6,27,1,0,16,0
611,7,165,32,277,10,24,2,13,7,23,0,58,5,3,6,0,34,2,2,10,0
612,7,202,24,291,12,21,10,16,7,14,0,48,4,3,25,1,25,14,1,26,0
613,8,177,49,347,23,19,6,10,6,16,0,61,1,1,3,1,21,5,0,25,0
614,11,144,33,252,14,15,3,2,5,24,0,44,0,3,8,3,19,3,0,20,0
615,12,160,42,281,10,26,8,12,5,27,0,45,4,1,4,3,24,1,0,14,0
616,8,179,26,271,15,26,4,10,8,34,0,52,6,2,3,1,28,2,0,16,0
617,12,177,40,322,24,17,8,8,3,21,0,46,2,4,8,2,22,4,0,30,0
618,6,149,17,236,13,17,9,13,10,17,0,40,1,3,3,5,22,3,0,15,0
619,9,178,40,339,24,28,8,14,11,12,0,61,1,2,5,4,18,2,0,6,0
620,5,150,41,298,18,17,1,4,8,18,0,31,1,4,6,27,23,2,0,13,0
621,8,154,19,254,26,18,7,12,0,20,0,29,6,4,8,8,15,2,0,14,0
622,8,173,31,304,11,20,5,8,8,21,0,47,7,3,2,15,25,4,0,22,0
623,11,162,36,271,14,16,5,10,2,20,0,16,2,6,8,41,21,1,0,21,0
624,8,160,30,298,28,16,10,6,5,17,0,35,0,5,4,10,23,5,0,19,0
625,10,187,35,316,11,27,8,14,5,23,0,60,0,4,10,0,20,2,0,23,0
626,15,200,32,320,20,11,9,12,17,17,0,65,6,9,5,3,51,1,1,24,0
627,11,191,33,307,5,17,4,18,7,32,0,56,0,8,4,0,23,5,0,35,0
