,Index,Sents,Words,C_W_C,S_C,ADJ,ADP,ADV,AUX,CCONJ,DET,INTJ,NOUN,NUM,PART,PRON,PROPN,PUNCT,SCONJ,SYM,VERB,MaxDepth,AVGDepth
669,669,8,141,12,212,9,20,4,6,3,21,0,36,1,6,6,0,17,7,0,22,30.0,19.75
670,670,9,202,19,310,25,28,9,11,8,26,0,48,4,7,6,6,20,3,1,20,41.0,24.67
671,671,12,193,30,312,12,21,13,9,5,21,0,48,4,6,15,5,25,4,0,30,39.0,18.17
672,672,10,185,17,285,12,21,7,5,3,26,0,62,0,3,13,2,20,4,0,27,28.0,20.5
673,673,24,151,8,202,5,8,4,10,4,8,0,42,0,4,36,0,29,2,0,28,14.0,7.5
674,674,8,199,29,327,21,28,6,10,6,27,0,62,5,4,7,0,24,5,0,18,43.0,27.88
675,675,7,193,39,353,28,28,14,14,6,13,0,50,3,1,13,0,21,9,0,14,40.0,26.88
676,676,17,200,16,287,11,23,15,9,6,14,2,28,1,7,28,16,43,4,0,36,31.0,13.5
677,677,14,191,32,301,9,18,2,12,6,19,0,51,15,5,4,32,29,1,0,17,32.0,15.71
678,678,8,192,31,315,17,22,8,22,7,16,0,49,0,5,9,1,23,10,0,26,43.0,26.88
679,679,7,179,21,268,12,17,6,10,3,21,0,35,4,5,21,3,23,11,0,31,52.0,28.86
680,680,17,150,17,221,4,12,3,4,10,8,0,53,0,6,9,0,20,5,0,36,21.0,10.0
681,681,8,178,14,266,6,18,6,9,7,28,0,42,1,3,18,2,29,8,0,30,49.0,25.88
682,682,7,180,21,274,14,20,6,9,3,14,0,47,4,5,18,0,23,14,0,26,39.0,29.0
683,683,10,185,29,322,22,14,6,9,6,24,0,45,1,7,11,4,18,5,0,31,57.0,20.3
684,684,8,181,24,309,18,20,12,12,7,20,0,53,1,2,8,1,18,7,0,20,44.0,24.88
685,685,11,197,29,306,12,21,4,11,6,20,0,63,0,9,14,0,25,5,0,32,43.0,20.18
686,686,6,139,22,206,7,20,12,11,2,17,0,32,0,1,13,1,15,8,0,15,43.0,25.67
687,687,9,190,34,309,20,25,4,19,4,22,0,47,1,5,11,0,22,14,0,18,35.0,23.56
688,688,9,173,23,268,14,11,8,11,7,12,0,48,0,12,11,1,21,6,0,32,38.0,21.56
689,689,12,196,21,310,14,23,13,15,6,14,0,51,4,7,12,0,33,10,2,25,43.0,19.08
690,690,11,190,31,304,20,23,8,12,4,24,0,52,3,6,9,0,20,5,0,24,35.0,19.09
691,691,12,182,30,306,12,25,4,9,4,22,0,49,2,4,16,1,28,4,0,30,24.0,17.5
692,692,6,143,9,194,15,15,6,12,9,7,0,29,0,7,14,0,18,8,0,21,41.0,26.83
693,693,9,185,31,292,10,24,13,10,8,22,0,47,5,4,15,2,19,6,0,19,43.0,22.67
694,694,8,198,29,317,10,10,12,15,11,10,0,37,0,9,23,0,15,21,0,40,33.0,26.62
695,695,12,195,41,351,20,22,6,12,10,27,0,54,1,2,8,4,29,3,0,26,24.0,18.75
696,696,12,198,28,330,17,30,8,10,6,22,0,63,6,3,10,0,25,3,3,17,27.0,18.58
697,697,11,200,29,309,16,29,10,14,6,18,1,55,1,7,14,5,26,1,0,23,30.0,20.55
698,698,17,203,12,281,10,23,21,7,7,13,3,37,2,6,32,0,33,6,0,36,31.0,13.88
699,699,11,163,31,275,14,12,3,11,6,22,0,51,2,4,8,3,23,6,0,21,31.0,16.91
700,700,8,196,39,317,14,22,9,14,16,17,0,45,3,3,11,12,27,7,0,23,47.0,27.88
701,701,11,181,16,255,6,11,9,17,5,21,0,36,0,8,22,1,26,11,0,34,30.0,18.82
702,702,8,152,27,254,11,19,2,9,7,16,0,37,0,2,14,1,19,10,0,24,42.0,21.38
703,703,8,174,27,289,17,23,8,7,9,12,0,51,5,4,10,1,27,3,1,23,39.0,25.12
704,704,7,179,25,299,13,25,6,6,9,21,0,51,7,3,7,3,20,3,0,25,41.0,28.43
705,705,8,180,26,303,17,24,7,5,11,15,0,38,5,2,5,26,22,4,0,21,51.0,25.25
706,706,7,174,30,274,13,17,6,11,6,23,0,45,1,8,9,0,24,9,0,26,46.0,28.29
707,707,17,172,22,262,13,12,14,16,9,21,0,20,1,7,26,7,21,4,0,22,22.0,11.35
708,708,11,180,21,287,24,24,8,17,9,12,0,44,5,4,10,0,28,5,2,16,35.0,18.91
709,709,10,195,39,336,21,16,10,14,11,17,0,64,3,2,11,1,29,4,0,21,47.0,22.4
710,710,12,177,50,330,12,26,2,8,9,20,0,59,2,3,8,2,24,3,0,23,28.0,16.75
711,711,18,179,20,268,5,12,7,14,10,13,1,32,1,4,33,8,29,4,0,35,27.0,11.56
712,712,23,171,7,219,5,28,7,1,3,22,0,46,0,2,27,1,29,0,0,29,15.0,8.7
713,713,13,157,10,208,6,13,13,4,9,4,0,25,1,8,30,0,27,9,0,35,19.0,14.15
714,714,15,152,10,213,12,16,5,6,2,21,1,34,0,5,14,5,23,5,0,26,22.0,11.67
715,715,39,189,23,280,23,8,6,29,6,6,0,26,1,6,27,17,49,0,0,34,15.0,6.1
716,716,9,180,25,289,15,24,1,6,4,21,0,29,2,6,17,20,16,6,0,29,36.0,21.78
717,717,9,182,19,292,13,13,19,10,6,18,0,41,0,5,15,0,24,11,0,31,33.0,22.89
718,718,14,154,11,206,4,11,8,7,4,30,0,38,1,4,15,0,23,6,0,26,19.0,12.64
719,719,20,195,9,264,5,15,9,8,5,24,0,42,1,12,24,11,32,5,0,34,22.0,11.35
720,720,14,192,15,276,21,22,7,19,14,15,0,51,0,4,17,1,30,1,0,20,33.0,15.86
721,721,10,152,20,251,20,17,11,12,2,17,0,43,0,1,7,2,16,5,0,15,23.0,16.8
722,722,14,191,32,304,18,15,3,18,5,20,0,54,1,13,14,0,25,3,0,27,22.0,15.43
723,723,10,151,31,286,14,20,2,10,5,16,0,53,2,1,6,2,21,3,0,17,28.0,17.2
724,724,10,181,28,298,15,25,10,12,3,36,0,28,4,2,7,24,33,0,0,14,34.0,21.4
725,725,13,194,18,296,23,23,7,11,10,22,0,61,0,2,10,2,30,5,0,18,30.0,17.23
726,726,10,155,36,278,14,17,3,7,2,23,0,44,0,4,8,0,17,6,0,27,27.0,17.2
727,727,6,138,33,262,13,14,1,8,10,16,0,37,1,2,9,0,16,6,0,21,50.0,25.67
728,728,9,185,20,275,12,19,8,12,6,20,0,33,8,6,23,5,21,9,0,24,46.0,22.89
729,729,28,200,19,306,19,9,11,14,3,23,2,30,0,5,29,9,57,2,0,44,16.0,9.18
730,730,12,178,33,314,21,30,4,11,4,15,0,46,0,5,6,10,21,3,0,23,30.0,16.58
731,731,14,158,20,245,10,20,5,10,4,24,0,45,4,1,6,12,24,1,0,16,26.0,13.0
732,732,12,168,33,281,23,16,6,10,9,20,0,49,2,2,11,3,31,0,0,17,23.0,16.58
733,733,8,186,35,301,9,23,5,9,2,25,0,64,1,2,15,1,28,6,0,23,41.0,26.75
734,734,9,159,39,275,10,22,13,12,6,18,0,40,2,2,11,3,24,3,0,17,34.0,20.33
735,735,9,188,33,317,15,22,8,16,11,15,0,63,0,3,9,0,36,5,0,21,40.0,24.89
736,736,8,148,21,228,17,20,10,12,4,15,0,29,0,4,16,4,22,3,0,14,38.0,21.25
737,737,8,160,30,266,17,16,7,11,4,16,0,41,2,6,9,4,19,4,0,23,32.0,22.38
738,738,6,149,14,209,10,14,15,9,2,17,0,33,3,3,17,0,16,7,0,19,40.0,27.5
739,739,11,188,61,374,22,23,7,5,6,21,1,54,2,4,7,0,32,6,0,30,47.0,20.0
740,740,9,167,27,270,13,23,5,12,10,14,0,39,8,3,4,17,24,1,0,18,27.0,17.64
741,741,9,186,41,321,12,27,3,14,10,21,0,51,3,3,13,3,17,2,0,24,32.0,22.56
742,742,8,182,23,274,9,17,4,11,4,23,0,46,0,6,13,4,20,13,0,32,40.0,25.25
743,743,18,193,13,254,9,22,3,11,12,32,0,77,0,2,3,0,32,2,0,20,17.0,12.5
744,744,12,162,25,277,24,12,10,11,6,19,0,44,1,2,8,5,26,2,0,18,27.0,17.27
745,745,11,147,15,228,13,19,13,3,11,11,0,35,2,1,16,1,30,2,0,20,25.0,16.09
746,746,16,201,32,332,13,16,12,14,7,24,0,50,0,7,16,3,29,7,0,32,26.0,14.38
747,747,9,176,30,276,15,20,16,18,5,21,0,36,2,5,10,1,25,8,0,19,35.0,22.33
748,748,12,165,17,249,21,15,4,11,15,10,0,39,0,0,19,4,16,5,0,22,28.0,15.17
749,749,8,142,20,221,12,16,6,9,4,18,0,42,10,3,3,4,23,2,0,13,42.0,20.62
750,750,12,181,30,294,17,28,8,7,2,15,0,49,9,1,17,4,31,1,0,23,45.0,17.67
751,751,12,162,21,255,17,18,8,12,3,18,0,40,1,2,10,0,32,9,0,24,26.0,16.17
752,752,10,180,24,287,4,19,12,16,8,19,0,48,0,3,9,8,39,5,0,29,29.0,18.25
753,753,11,198,36,334,10,20,9,14,6,33,0,66,6,2,3,2,28,4,1,22,40.0,20.55
754,754,11,195,28,309,26,27,20,10,7,20,0,33,3,1,14,10,31,4,0,20,37.0,20.55
755,755,22,202,18,285,11,20,12,16,4,25,0,44,1,4,23,5,40,7,0,30,18.0,11.0
756,756,14,146,7,204,6,11,10,8,3,12,0,27,0,10,23,6,27,2,0,28,20.0,12.36
757,757,11,177,26,289,2,24,9,19,6,9,0,19,10,4,8,45,29,0,0,22,25.0,18.73
758,758,7,158,18,237,12,16,4,8,6,19,0,45,1,1,11,9,17,5,0,21,39.0,25.0
759,759,6,183,43,324,19,25,12,6,9,21,0,49,1,2,9,0,23,8,0,22,42.0,34.33
760,760,8,140,35,249,15,20,1,9,7,11,0,51,1,4,4,1,18,1,0,15,40.0,19.75
761,761,21,196,3,255,9,26,12,18,7,28,2,22,0,3,16,21,51,1,0,28,30.0,11.76
762,762,7,180,19,281,17,32,3,2,9,31,0,51,1,1,8,9,17,0,0,16,37.0,28.14
763,763,8,172,28,284,13,14,7,10,3,22,0,42,3,4,16,2,20,9,0,27,41.0,24.0
764,764,11,140,12,211,11,14,4,11,5,13,0,35,3,3,12,8,24,4,0,17,28.0,14.91
765,765,10,146,33,241,10,14,3,5,10,13,0,49,3,6,6,5,30,0,1,18,25.0,17.6
766,766,14,197,20,291,8,19,12,21,15,17,0,43,2,4,20,9,41,6,0,21,36.0,17.0
767,767,9,195,34,327,21,25,4,8,9,25,0,53,2,2,16,0,28,6,0,24,35.0,24.78
768,768,14,196,37,326,19,20,9,19,8,10,0,45,1,6,21,2,22,8,0,28,33.0,15.57
769,769,8,177,44,327,25,24,9,10,7,14,0,64,3,1,4,2,21,1,3,10,54.0,24.75
770,770,9,163,28,279,22,22,9,16,6,17,0,33,3,5,8,1,20,3,0,18,33.0,20.33
771,771,11,165,23,260,10,13,3,17,9,7,0,41,1,8,21,0,29,3,0,32,27.0,17.64
772,772,13,180,34,298,15,21,10,11,5,21,2,40,2,4,19,3,20,3,0,24,36.0,15.38
773,773,9,196,19,284,23,18,11,21,1,28,0,39,2,4,18,1,19,9,0,21,48.0,23.89
774,774,9,180,26,292,12,19,3,15,7,19,0,56,0,4,5,0,19,8,0,32,34.0,22.11
775,775,12,198,35,351,29,26,11,7,7,26,0,45,1,2,5,13,25,3,0,23,28.0,18.58
776,776,8,197,28,319,18,19,3,13,8,34,0,52,2,1,11,2,22,8,0,26,39.0,27.38
777,777,18,187,12,257,8,13,8,17,3,21,0,45,2,7,23,4,24,7,0,29,18.0,11.72
778,778,8,140,34,237,13,14,1,9,4,21,0,33,5,5,6,12,20,2,0,15,30.0,20.0
779,779,10,160,53,326,22,20,5,10,5,12,0,51,0,5,4,0,17,6,0,20,27.0,17.7
780,780,9,178,30,304,25,26,11,11,4,16,0,41,15,0,4,7,33,2,0,16,40.0,23.44
781,781,17,140,3,184,6,9,8,10,1,12,0,27,1,6,21,10,21,5,0,24,16.0,9.47
782,782,18,186,11,252,8,20,13,8,6,13,0,22,1,3,29,16,51,6,0,41,37.0,13.17
783,783,19,158,19,241,0,15,9,10,6,12,1,27,0,8,13,15,29,8,0,34,19.0,9.84
784,784,12,160,18,235,10,23,3,19,4,25,0,48,1,3,7,0,21,2,0,15,20.0,15.08
785,785,8,171,18,274,8,29,3,10,9,13,0,61,0,6,3,1,14,4,0,24,40.0,23.12
786,786,11,169,22,267,15,26,8,7,8,22,0,27,6,2,7,28,21,0,0,13,37.0,17.27
787,787,6,143,13,209,7,18,2,6,4,22,0,44,0,7,10,0,24,3,0,20,37.0,27.83
788,788,15,195,19,278,9,18,5,7,6,31,0,53,0,8,21,2,26,5,0,30,26.0,14.73
789,789,7,156,28,259,22,19,6,2,12,16,0,49,0,4,7,0,30,3,0,16,53.0,26.57
790,790,6,143,15,213,8,20,2,16,6,10,0,31,0,5,16,6,14,4,0,19,39.0,26.17
791,791,11,172,31,294,14,21,8,15,7,15,0,56,0,6,4,0,18,4,0,22,41.0,17.27
792,792,18,183,10,237,5,17,5,7,8,26,0,43,3,12,13,7,28,2,0,35,19.0,11.72
793,793,7,167,23,261,12,17,13,14,10,13,0,26,0,7,17,0,18,9,0,29,45.0,26.43
794,794,11,174,23,293,8,21,7,5,11,18,0,70,0,4,6,0,34,1,0,23,28.0,18.91
795,795,8,167,37,286,11,22,11,10,6,18,0,46,4,0,5,6,22,7,0,21,35.0,23.62
796,796,7,145,25,254,11,19,5,10,4,20,0,42,2,0,9,3,27,3,2,15,46.0,24.57
797,797,10,187,31,312,17,22,10,8,7,16,0,57,1,6,17,1,31,0,0,25,39.0,21.8
798,798,11,159,51,312,20,12,6,13,3,18,0,43,2,4,9,3,26,4,0,22,25.0,16.82
799,799,12,176,30,295,20,14,12,10,4,15,0,43,2,1,20,1,21,7,0,27,29.0,16.5
800,800,14,192,33,310,13,25,6,18,7,15,0,40,3,3,17,16,27,6,0,23,35.0,15.64
801,801,19,197,33,303,12,21,9,16,4,21,0,47,4,2,14,16,35,4,0,27,19.0,12.21
802,802,23,195,10,272,9,15,11,12,2,19,6,33,2,9,28,7,55,3,0,39,18.0,10.87
803,803,18,159,13,220,4,14,8,13,3,6,0,20,0,9,30,21,49,2,0,29,17.0,11.56
804,804,10,155,35,273,12,21,6,7,8,9,0,52,2,5,10,3,18,2,0,18,28.0,17.3
805,805,9,168,27,282,14,15,7,13,9,15,0,47,1,7,12,0,20,3,0,25,36.0,20.89
806,806,28,193,10,268,6,15,11,8,4,14,1,36,2,3,39,11,68,1,0,42,16.0,9.32
807,807,16,183,16,271,19,21,4,8,8,36,0,59,0,0,6,7,22,0,0,15,24.0,12.81
808,808,20,194,5,251,12,26,5,7,6,20,0,40,2,4,27,9,33,4,0,32,19.0,11.35
809,809,11,159,5,211,12,18,6,6,4,29,0,29,2,7,13,0,21,3,0,30,28.0,16.36
810,810,29,187,8,259,22,13,15,10,7,19,1,33,1,4,20,12,62,1,0,29,18.0,8.59
811,811,8,159,25,251,14,20,5,7,9,17,0,58,5,4,4,2,22,0,0,14,38.0,22.62
812,812,9,175,26,280,19,14,4,8,9,8,0,52,9,5,15,0,28,6,0,26,34.0,22.56
813,813,18,153,14,216,12,10,5,9,8,27,0,40,1,2,13,2,32,2,0,22,22.0,10.28
814,814,9,142,24,240,12,14,6,16,8,8,0,44,0,2,9,0,22,3,0,20,29.0,18.22
815,815,10,190,47,339,22,30,2,11,7,18,0,61,1,1,10,4,19,5,0,18,32.0,20.9
816,816,11,177,25,274,17,22,10,13,3,16,0,33,1,2,19,4,19,12,0,25,29.0,17.82
817,817,8,176,18,256,11,23,4,8,10,15,0,40,1,7,20,0,12,9,0,28,34.0,23.5
818,818,8,190,29,305,17,15,5,17,6,25,2,37,0,5,20,2,39,9,0,30,45.0,28.62
819,819,7,172,43,331,16,19,8,12,7,16,0,67,1,3,4,0,21,3,0,16,47.0,27.57
820,820,12,145,27,253,12,13,7,12,4,17,0,39,0,1,8,0,29,8,0,24,20.0,14.5
821,821,12,161,41,305,15,12,9,12,4,19,0,40,0,8,10,9,22,4,0,19,23.0,15.25
822,822,20,197,14,272,2,22,8,6,5,20,1,39,1,11,31,11,47,1,0,39,22.0,12.2
823,823,10,144,13,215,9,10,5,12,4,14,0,44,1,5,13,3,17,5,0,19,24.0,16.1
824,824,9,142,31,247,19,11,10,7,8,10,0,44,1,2,4,6,27,0,0,17,37.0,21.38
825,825,19,184,12,261,7,12,6,8,4,19,0,34,1,12,26,8,39,5,0,42,27.0,11.74
826,826,19,201,22,306,5,20,10,10,8,15,0,30,2,10,25,29,31,4,0,33,21.0,12.21
827,827,15,197,13,277,2,20,8,9,2,17,0,38,7,8,28,15,42,8,0,35,43.0,15.93
828,828,11,183,31,303,13,16,4,11,8,22,0,54,5,3,10,0,18,9,1,27,31.0,18.27
829,829,8,188,28,294,18,29,8,7,14,10,0,74,0,4,6,0,40,0,0,18,61.0,28.5
830,830,7,158,24,237,10,18,18,6,2,16,0,35,0,10,13,0,15,7,0,23,42.0,24.71
831,831,9,193,35,340,14,19,5,5,9,19,0,57,1,5,9,3,19,13,0,32,35.0,23.56
832,832,20,199,20,278,16,18,7,10,4,22,0,38,1,9,25,7,38,6,0,36,25.0,11.85
833,833,21,174,12,263,2,11,13,12,8,17,1,29,1,7,21,7,42,4,0,41,21.0,10.29
834,834,16,161,10,236,7,8,5,13,3,14,1,26,0,9,28,10,48,3,0,34,24.0,13.06
835,835,22,203,7,264,5,15,3,10,6,30,2,55,2,9,29,2,51,1,0,34,23.0,11.55
836,836,15,173,5,223,14,9,9,9,3,23,1,31,0,7,30,0,43,4,0,33,26.0,14.4
837,837,18,176,10,230,8,11,13,16,5,18,1,27,1,3,32,0,35,7,0,34,21.0,11.72
838,838,8,166,20,252,18,16,12,17,7,11,0,24,3,5,22,0,20,5,2,24,36.0,23.25
839,839,16,194,14,262,10,15,5,11,9,32,0,36,2,8,20,8,28,5,0,33,24.0,13.88
840,840,8,143,22,228,12,19,2,9,5,19,0,48,3,0,4,0,22,7,1,14,43.0,20.62
841,841,18,168,16,242,5,11,11,8,2,13,2,34,2,7,22,10,36,6,0,35,26.0,11.33
842,842,7,151,21,257,9,20,6,7,5,17,0,47,3,6,5,4,19,4,0,18,32.0,24.29
843,843,20,157,19,234,5,12,2,7,3,22,0,37,0,6,13,14,29,3,0,33,17.0,9.3
844,844,8,193,33,307,18,27,9,11,11,29,0,47,2,2,11,0,27,1,0,25,45.0,27.5
845,845,12,186,23,270,13,20,11,10,8,9,0,40,0,8,22,2,22,7,0,36,32.0,17.33
846,846,19,151,10,225,9,9,6,12,1,12,2,24,4,6,29,4,40,3,0,30,18.0,10.05
847,847,6,152,20,235,9,15,4,14,10,15,0,36,0,7,8,0,16,8,0,26,63.0,28.0
848,848,11,195,26,305,8,25,13,10,7,17,0,48,3,8,23,0,39,5,0,28,41.0,21.27
849,849,10,192,47,347,22,19,5,10,9,27,0,49,0,6,12,0,20,8,0,25,35.0,21.2
850,850,11,157,35,302,14,12,1,11,5,23,0,40,4,6,3,7,20,5,0,26,27.0,16.09
851,851,10,172,43,301,15,19,12,17,4,17,0,37,1,6,14,0,28,7,0,23,30.0,20.0
852,852,12,202,28,329,14,25,6,10,5,36,0,53,0,6,12,1,22,5,0,29,32.0,18.67
853,853,8,177,52,346,19,11,11,10,8,14,0,43,0,8,12,2,26,9,0,30,60.0,25.38
854,854,21,183,22,258,7,15,8,11,7,17,0,38,1,7,26,10,53,0,0,36,18.0,11.24
855,855,8,142,18,217,9,18,4,8,4,26,0,31,4,4,5,9,14,6,0,14,39.0,19.5
856,856,12,205,37,356,20,19,13,13,13,11,0,60,6,6,8,6,34,3,2,24,33.0,19.92
857,857,8,172,45,339,21,21,4,7,8,21,0,65,0,4,2,1,24,3,0,15,44.0,24.5
858,858,28,162,3,186,5,16,3,10,12,28,2,53,0,0,2,13,28,0,0,18,13.0,6.79
859,859,27,174,23,243,17,10,10,17,20,23,0,50,0,1,10,1,31,0,0,15,14.0,7.59
860,860,29,161,3,201,11,11,4,25,0,8,0,49,0,9,20,0,68,1,0,23,14.0,7.9
861,861,27,170,4,204,27,8,13,21,6,6,0,54,14,0,7,1,34,0,0,13,14.0,7.56
862,862,9,203,16,286,17,25,10,10,11,22,0,45,0,9,16,1,22,6,0,29,34.0,25.0
863,863,21,195,2,239,4,11,5,8,7,12,3,36,0,13,40,12,48,3,0,41,23.0,11.57
864,864,12,191,17,261,16,21,13,10,5,14,0,37,6,8,25,0,27,8,0,28,29.0,18.17
865,865,10,169,38,288,15,18,7,11,4,23,0,44,0,3,19,0,17,2,0,23,31.0,18.6
866,866,10,190,16,268,18,26,9,10,5,24,0,39,1,4,16,2,38,8,1,27,37.0,22.8
867,867,11,174,28,290,18,19,9,19,10,12,0,31,1,7,13,9,24,6,0,20,38.0,18.0
868,868,11,161,21,253,12,10,11,17,2,19,0,34,0,5,12,3,22,8,0,28,24.0,16.64
869,869,15,196,31,307,20,25,10,15,6,15,1,50,1,5,17,2,24,6,0,23,26.0,14.67
870,870,9,190,20,304,11,22,8,13,10,10,0,33,0,9,30,0,18,10,0,34,40.0,23.11
871,871,6,153,24,253,20,19,13,8,7,20,0,41,3,1,4,6,20,1,0,10,34.0,24.71
872,872,20,184,17,265,10,14,8,11,3,19,0,40,2,3,31,1,29,7,0,35,18.0,10.65
873,873,9,174,22,254,10,18,9,16,3,13,1,34,1,3,29,2,18,13,0,22,31.0,21.33
874,874,8,189,20,285,12,23,8,14,8,15,0,42,0,2,30,0,16,6,0,29,38.0,25.62
875,875,8,190,14,258,15,23,8,6,5,35,0,51,0,3,17,0,25,6,0,21,44.0,26.88
876,876,9,175,24,271,19,20,7,10,1,20,0,42,1,5,18,0,30,6,0,26,50.0,22.78
877,877,16,180,10,241,10,16,8,12,5,13,0,34,6,7,21,16,43,4,0,28,25.0,13.94
878,878,16,170,6,236,6,11,4,10,10,12,0,27,0,9,16,31,27,5,0,29,19.0,12.31
879,879,9,199,39,343,20,24,4,15,4,25,0,50,1,2,14,4,27,8,0,28,67.0,25.11
880,880,8,199,24,312,23,23,10,18,6,31,0,42,4,3,11,2,22,5,0,21,38.0,27.62
881,881,18,199,14,281,5,14,7,11,7,31,0,43,2,7,31,2,38,8,0,31,22.0,13.17
882,882,8,180,21,277,11,19,11,13,3,21,0,42,3,9,15,0,19,7,0,26,50.0,24.88
883,883,8,194,30,323,9,22,8,15,7,18,0,39,12,2,9,15,29,9,0,29,41.0,27.88
884,884,7,178,14,265,15,31,12,12,4,10,0,60,11,2,7,1,21,6,1,6,45.0,28.43
885,885,8,193,26,285,12,26,8,15,2,32,0,50,0,2,14,0,20,9,0,23,41.0,26.62
886,886,8,169,32,288,14,20,3,14,11,26,0,43,0,2,7,3,16,5,0,21,44.0,23.12
887,887,7,198,12,271,15,26,11,7,12,20,0,46,6,3,12,15,20,4,0,21,55.0,31.14
888,888,9,184,27,295,11,18,4,6,6,32,0,58,2,7,10,1,33,3,0,26,39.0,24.11
889,889,13,189,21,281,6,19,8,6,9,19,0,37,2,15,12,12,31,7,0,37,32.0,16.92
890,890,9,200,52,381,27,19,5,5,11,17,0,43,8,7,5,21,33,2,0,30,50.0,25.89
891,891,7,167,51,321,17,25,10,9,4,26,0,42,2,1,5,6,30,4,1,15,40.0,28.14
892,892,13,202,26,311,16,20,13,10,5,21,0,52,3,8,16,2,26,7,0,29,28.0,17.54
893,893,12,203,19,287,14,22,12,18,8,21,0,41,5,3,30,0,30,5,0,24,41.0,19.42
894,894,18,151,17,229,11,11,5,6,4,19,0,25,2,4,15,13,34,3,0,33,20.0,10.28
895,895,18,179,8,248,7,17,12,9,5,15,3,34,0,10,17,13,42,6,0,31,24.0,12.28
896,896,16,173,14,240,15,17,2,3,10,6,0,56,0,10,16,1,23,4,0,33,24.0,12.25
897,897,7,198,36,333,20,24,11,10,8,15,0,54,3,4,11,10,32,4,0,24,47.0,32.86
898,898,8,155,32,275,18,20,10,14,5,14,0,38,1,5,8,0,19,3,0,19,36.0,21.75
899,899,7,184,44,335,14,21,4,10,8,18,0,48,0,7,14,1,23,9,0,30,44.0,29.57
900,900,12,200,42,352,23,29,18,10,7,13,0,39,7,1,6,16,26,7,1,23,30.0,18.83
901,901,13,188,30,311,8,22,9,11,9,19,0,39,6,6,11,19,29,2,0,27,29.0,16.69
902,902,11,202,50,370,31,34,10,9,10,23,0,38,0,3,6,20,32,1,0,17,31.0,21.27
903,903,9,185,26,304,25,25,7,9,9,26,0,36,1,2,4,20,18,5,0,16,43.0,22.56
904,904,14,184,17,273,17,24,9,18,7,17,0,57,0,3,10,0,30,4,0,18,36.0,15.29
905,905,12,202,42,335,18,18,6,9,11,21,0,54,0,6,22,0,29,8,0,29,33.0,19.25
906,906,7,168,46,331,23,11,12,11,13,7,0,36,2,3,12,0,33,9,0,29,48.0,28.71
907,907,11,190,26,310,20,17,4,14,5,17,0,47,1,9,19,0,16,9,0,28,31.0,18.73
908,908,10,208,17,287,18,17,7,14,6,31,0,57,5,4,17,0,23,8,0,24,33.0,23.1
909,909,10,154,31,261,13,8,11,7,5,23,0,26,0,5,7,23,22,5,0,21,32.0,17.6
910,910,9,180,47,330,25,19,11,14,8,12,1,43,1,3,11,0,25,7,0,25,36.0,22.78
911,911,8,183,20,263,14,19,6,13,8,29,0,44,2,6,8,2,22,10,1,21,45.0,25.62
912,912,11,198,24,307,16,26,8,13,2,40,0,60,2,1,7,0,26,5,0,18,50.0,20.36
913,913,14,195,7,257,14,9,5,14,13,31,0,41,2,4,9,15,36,6,0,32,29.0,16.5
914,914,10,202,30,310,11,20,9,10,5,30,0,46,7,11,13,2,25,4,0,34,42.0,22.7
915,915,12,185,10,240,13,11,13,15,5,18,0,36,2,4,26,2,35,9,0,29,41.0,18.33
916,916,20,193,17,283,8,18,7,7,6,18,0,36,5,4,33,13,38,2,0,36,18.0,11.55
917,917,17,197,5,271,13,14,15,8,8,13,0,34,4,8,25,22,31,3,0,30,28.0,13.41
918,918,12,199,48,381,21,17,0,11,12,19,0,56,0,6,10,0,20,8,0,39,28.0,18.33
919,919,11,176,20,255,10,9,15,18,4,16,0,38,0,11,22,0,20,5,0,28,36.0,17.82
920,920,21,171,9,238,8,13,4,9,7,13,0,19,4,8,22,24,30,5,0,35,19.0,9.57
921,921,5,156,33,268,11,17,5,10,9,20,0,52,0,6,5,0,14,5,0,16,52.0,34.0
922,922,26,178,7,238,10,8,3,19,3,26,0,37,2,12,24,1,55,2,0,31,21.0,8.96
923,923,11,177,12,244,11,16,12,7,8,18,0,33,1,1,28,7,29,5,0,30,41.0,18.73
924,924,35,207,12,290,8,16,21,17,4,14,2,27,7,7,41,10,38,3,0,30,17.0,7.0
925,925,19,179,11,247,14,19,8,15,5,7,1,26,3,6,31,14,36,3,0,27,21.0,11.32
926,926,9,189,19,277,14,28,11,8,6,22,0,31,0,7,28,6,29,3,0,25,40.0,21.8
927,927,27,190,5,260,5,10,6,12,5,24,1,39,2,7,19,15,55,2,0,43,16.0,9.07
928,928,22,205,19,287,13,15,13,11,8,27,0,46,1,6,21,10,41,3,0,31,23.0,11.18
929,929,25,141,13,189,3,9,4,16,0,8,1,16,0,5,23,24,70,0,0,32,19.0,8.44
930,930,14,162,19,249,7,9,8,9,6,11,5,25,6,6,19,17,47,5,0,29,28.0,14.93
931,931,19,205,13,288,13,22,14,12,8,13,0,38,3,10,16,25,27,5,0,26,22.0,12.21
932,932,25,173,15,236,4,13,7,18,3,10,1,21,2,9,26,20,49,2,0,37,17.0,8.88
933,933,21,194,19,257,12,8,8,17,9,12,1,23,0,10,36,13,51,3,0,42,24.0,11.67
934,934,18,194,2,238,11,15,8,10,4,28,1,37,5,3,32,0,31,8,0,32,18.0,12.5
935,935,7,199,34,337,19,25,5,5,7,22,0,47,9,5,7,13,28,6,2,27,53.0,32.43
